district,sector,urban_rural,is_near_lake,house_type,num_bedrooms,num_rooms_total,floor_area_sqm,wall_material,floor_material,roof_material,has_electricity,has_piped_water,has_indoor_toilet,has_kitchen,has_parking,distance_to_town_km,road_access,monthly_rent_rwf,data_source,generated_date
Nyamasheke,Nkanka,peri_urban,0,apartment,1,3,45.1,brick,cement,concrete,1,1,0,1,0,3.1,murram,51100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,shared_compound,1,3,61.8,brick,cement,iron_sheet,0,0,1,1,0,19.2,footpath,19900.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,3,5,77.1,mud_brick,earth,iron_sheet,0,1,0,0,0,15.6,footpath,15600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,standalone,2,4,73.0,mud_brick,wood,concrete,1,0,1,1,0,7.0,tarmac,63400.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,apartment,2,5,58.2,wood,cement,iron_sheet,0,1,1,1,0,20.2,murram,20100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,shared_compound,1,4,55.1,brick,earth,iron_sheet,0,0,1,1,0,21.6,footpath,14600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,duplex,2,5,77.9,brick,earth,iron_sheet,1,1,0,1,1,2.6,murram,71200.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,shared_compound,1,2,50.1,brick,earth,iron_sheet,0,0,0,1,0,10.9,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,2,4,60.0,mud_brick,earth,iron_sheet,0,0,0,1,0,21.3,footpath,12700.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,0,standalone,1,2,38.7,wood,cement,tiles,0,0,0,0,0,18.6,tarmac,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,2,4,65.9,wood,earth,iron_sheet,0,0,1,0,0,13.5,footpath,20100.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,standalone,1,3,52.4,mud_brick,earth,iron_sheet,1,0,0,1,1,4.6,murram,30300.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,apartment,1,2,49.3,mud_brick,cement,iron_sheet,0,1,0,0,0,14.4,murram,15300.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,1,shared_compound,1,4,44.0,mud_brick,cement,tiles,1,1,0,0,1,6.9,murram,41300.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,0,standalone,1,4,57.0,concrete,tiles,iron_sheet,1,1,1,1,0,0.6,tarmac,80100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,shared_compound,2,5,61.5,brick,earth,iron_sheet,1,0,0,1,1,22.5,murram,32600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,apartment,1,2,41.9,brick,tiles,iron_sheet,1,1,1,1,0,2.0,footpath,64400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,3,6,96.9,brick,earth,tiles,0,0,0,1,0,20.3,murram,26800.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,apartment,3,4,73.2,mud_brick,earth,tiles,1,1,1,1,0,9.8,murram,51900.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,standalone,4,5,90.4,mud_brick,earth,iron_sheet,0,0,1,1,0,6.0,tarmac,42600.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,apartment,1,2,42.7,concrete,cement,iron_sheet,1,0,0,1,0,27.0,footpath,10300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,apartment,2,5,68.4,brick,tiles,tiles,1,0,1,1,0,2.9,tarmac,96300.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,apartment,2,4,72.9,concrete,earth,iron_sheet,0,0,0,1,0,27.7,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,apartment,2,3,57.2,brick,tiles,iron_sheet,1,0,1,1,1,10.0,footpath,46000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,1,duplex,2,4,75.5,mud_brick,tiles,concrete,1,1,1,0,1,2.7,footpath,105600.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,apartment,3,4,86.3,brick,tiles,iron_sheet,0,1,1,1,0,15.7,murram,41900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,3,4,78.9,brick,earth,iron_sheet,0,0,0,1,0,10.3,tarmac,37300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,1,2,39.6,brick,earth,iron_sheet,0,0,0,1,1,24.5,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Shangi,peri_urban,0,standalone,1,2,46.3,concrete,cement,tiles,1,0,0,0,0,3.4,footpath,38800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,shared_compound,1,2,50.4,mud_brick,cement,tiles,1,1,0,0,0,18.6,footpath,18000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,shared_compound,2,3,71.0,wood,wood,iron_sheet,1,0,0,1,0,7.0,tarmac,49500.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,shared_compound,2,5,49.0,mud_brick,earth,iron_sheet,1,0,1,1,0,4.6,tarmac,38300.0,synthetic,2026-06-19
Nyamasheke,Cyato,peri_urban,1,apartment,2,5,81.2,mud_brick,earth,iron_sheet,1,0,1,1,0,3.4,tarmac,61400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,3,4,81.9,mud_brick,earth,iron_sheet,1,0,0,1,0,8.6,footpath,30000.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,standalone,3,5,77.8,mud_brick,earth,iron_sheet,0,0,0,1,0,14.2,murram,14600.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,standalone,1,2,50.8,mixed,cement,iron_sheet,0,0,0,0,1,27.2,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Cyato,peri_urban,0,standalone,2,5,52.1,brick,wood,iron_sheet,0,0,1,1,0,9.8,murram,31800.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,3,5,71.9,mud_brick,cement,iron_sheet,1,0,0,0,0,20.7,footpath,17900.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,standalone,1,2,52.6,brick,earth,iron_sheet,1,0,0,0,0,22.0,murram,12000.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,standalone,2,5,71.0,wood,earth,iron_sheet,1,1,1,1,1,3.8,tarmac,50200.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,standalone,1,4,43.0,brick,earth,iron_sheet,0,0,0,1,0,3.7,tarmac,27400.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,shared_compound,2,4,76.3,mud_brick,wood,tiles,0,0,0,0,0,29.2,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,apartment,2,4,74.1,brick,earth,iron_sheet,0,0,0,1,0,23.1,murram,9100.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,standalone,2,5,66.8,wood,tiles,concrete,1,1,0,1,1,9.7,tarmac,48800.0,synthetic,2026-06-19
Nyamasheke,Cyato,peri_urban,0,standalone,2,4,60.5,mud_brick,cement,iron_sheet,1,0,0,1,0,6.3,murram,33400.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,duplex,2,5,59.7,mud_brick,cement,iron_sheet,0,0,0,1,0,14.5,footpath,11700.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,1,apartment,1,2,53.7,wood,earth,iron_sheet,1,1,0,1,0,13.1,footpath,36200.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,apartment,3,5,90.4,brick,earth,iron_sheet,1,0,1,0,0,22.9,murram,31500.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,0,standalone,3,6,96.6,concrete,earth,iron_sheet,1,0,0,0,0,26.0,murram,24000.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,standalone,2,4,52.1,brick,wood,iron_sheet,1,0,0,1,1,0.6,tarmac,72900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,3,5,84.0,mud_brick,cement,tiles,0,1,1,0,0,4.3,tarmac,56500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,apartment,1,2,57.8,concrete,cement,iron_sheet,0,0,1,1,0,23.0,murram,21600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,3,4,87.1,brick,cement,tiles,0,0,0,1,0,17.6,murram,29900.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,shared_compound,1,4,42.9,mud_brick,tiles,iron_sheet,1,1,0,1,0,2.1,murram,43000.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,1,standalone,3,5,73.3,brick,earth,grass,0,0,0,0,0,19.7,murram,19000.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,standalone,3,5,93.6,mud_brick,cement,iron_sheet,0,1,1,1,0,19.8,murram,31500.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,3,5,93.0,mud_brick,cement,iron_sheet,0,0,0,1,0,20.5,tarmac,18900.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,3,5,86.8,brick,tiles,iron_sheet,0,1,1,1,0,13.5,footpath,36100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,apartment,1,2,58.2,mud_brick,earth,iron_sheet,1,0,0,0,0,14.8,footpath,15700.0,synthetic,2026-06-19
Nyamasheke,Kibogora,urban,0,apartment,2,3,64.2,concrete,earth,iron_sheet,1,1,1,1,0,1.4,tarmac,86400.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,1,apartment,3,5,58.8,mud_brick,cement,tiles,1,1,1,1,1,6.2,tarmac,81000.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,apartment,3,4,91.9,mud_brick,cement,iron_sheet,0,0,1,1,0,27.1,murram,17700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,shared_compound,1,3,53.2,concrete,tiles,iron_sheet,1,1,1,1,1,1.9,tarmac,77700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,shared_compound,1,4,36.1,mud_brick,cement,tiles,1,0,0,1,1,3.6,tarmac,43400.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,2,4,71.4,mud_brick,cement,iron_sheet,1,1,0,0,0,22.4,footpath,21500.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,2,52.2,mud_brick,cement,grass,1,0,0,1,1,22.9,footpath,14600.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,duplex,1,3,35.2,brick,tiles,iron_sheet,1,1,0,1,1,2.8,tarmac,75500.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,apartment,2,4,66.9,mud_brick,cement,iron_sheet,1,0,0,1,0,4.6,murram,36800.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,apartment,1,2,43.6,mixed,earth,iron_sheet,0,0,0,1,0,24.3,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,2,5,63.8,brick,cement,tiles,1,0,0,1,0,12.2,murram,35000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,apartment,2,3,77.9,brick,cement,iron_sheet,1,0,1,1,0,7.8,tarmac,53300.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,standalone,3,4,66.5,mud_brick,earth,tiles,1,1,1,1,1,3.8,tarmac,52700.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,0,apartment,2,4,73.9,mud_brick,tiles,tiles,1,1,1,1,0,2.6,murram,79900.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,1,4,49.4,mixed,cement,iron_sheet,1,0,0,0,1,20.0,footpath,15100.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,2,3,64.9,mud_brick,earth,iron_sheet,0,1,0,1,0,14.5,murram,19600.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,standalone,1,4,50.9,mud_brick,earth,iron_sheet,1,0,0,1,0,29.7,tarmac,13300.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,apartment,3,5,92.4,brick,earth,iron_sheet,0,0,1,1,1,16.7,murram,28900.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,1,standalone,3,4,91.4,concrete,cement,concrete,1,1,1,0,1,4.9,murram,94000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,standalone,2,4,79.7,mud_brick,earth,iron_sheet,0,0,0,0,0,6.1,tarmac,40500.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,1,standalone,1,4,42.2,mixed,cement,iron_sheet,1,0,1,1,0,4.2,tarmac,55700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,3,6,72.5,wood,earth,iron_sheet,0,0,0,1,0,29.6,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,2,3,69.7,mud_brick,earth,tiles,1,0,1,1,1,13.0,murram,36000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,apartment,3,4,81.0,mud_brick,tiles,grass,1,1,1,1,0,4.3,tarmac,73100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,0,shared_compound,1,2,55.8,brick,tiles,iron_sheet,0,1,0,1,0,1.3,tarmac,53200.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,1,standalone,3,6,72.6,mud_brick,earth,iron_sheet,0,1,1,1,0,9.3,footpath,47600.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,standalone,3,4,88.3,concrete,cement,iron_sheet,0,0,1,1,0,8.3,tarmac,61000.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,apartment,1,4,42.0,brick,cement,tiles,1,0,0,1,0,5.8,tarmac,43000.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,apartment,1,3,53.4,brick,tiles,grass,0,1,1,1,1,8.2,murram,37100.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,1,duplex,3,6,77.1,brick,cement,iron_sheet,0,0,0,1,1,10.8,murram,38000.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,standalone,4,5,84.4,concrete,tiles,iron_sheet,1,0,0,1,0,2.8,tarmac,104900.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,1,apartment,2,3,72.9,mud_brick,tiles,tiles,1,1,1,1,1,13.0,murram,60800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,shared_compound,2,5,64.3,concrete,wood,grass,0,0,0,1,1,8.5,tarmac,40300.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,shared_compound,1,3,36.7,mud_brick,tiles,iron_sheet,0,0,0,0,1,21.8,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,0,apartment,2,5,51.1,brick,wood,iron_sheet,0,0,0,0,0,28.3,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,duplex,4,5,72.9,concrete,cement,tiles,0,0,1,0,0,16.2,tarmac,40400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,apartment,2,3,62.8,concrete,cement,tiles,0,1,0,1,1,5.2,tarmac,76800.0,synthetic,2026-06-19
Nyamasheke,Mahembe,urban,0,duplex,2,4,75.9,brick,cement,tiles,1,1,1,1,0,0.9,tarmac,107700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,apartment,2,3,63.6,wood,tiles,concrete,1,0,0,0,1,9.0,murram,47800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,villa,5,8,112.4,concrete,cement,iron_sheet,1,1,0,1,0,14.4,murram,65200.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,2,5,59.0,mud_brick,cement,iron_sheet,1,1,0,1,0,23.6,footpath,22500.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,1,standalone,2,3,65.6,mud_brick,earth,iron_sheet,0,0,0,1,1,5.4,tarmac,47100.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,0,villa,3,6,90.0,brick,tiles,iron_sheet,0,0,0,0,0,30.0,footpath,14900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,1,apartment,2,5,78.7,brick,cement,concrete,1,1,1,1,0,1.1,murram,121600.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,apartment,2,3,70.1,concrete,wood,iron_sheet,0,1,0,1,0,11.4,murram,29800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,3,46.3,mud_brick,tiles,tiles,0,0,1,1,1,19.9,footpath,11400.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,standalone,1,2,42.3,mud_brick,cement,tiles,1,1,0,1,0,23.7,footpath,17900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,shared_compound,1,4,50.2,mud_brick,cement,tiles,1,0,1,1,0,13.3,tarmac,30900.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,shared_compound,2,5,79.2,concrete,cement,iron_sheet,1,1,1,1,0,1.2,tarmac,87700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,duplex,2,3,56.6,concrete,earth,iron_sheet,0,0,0,1,0,24.6,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,2,4,57.1,mud_brick,tiles,iron_sheet,0,0,1,0,0,21.7,murram,9300.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,apartment,2,5,79.5,brick,wood,iron_sheet,0,0,1,1,0,3.9,tarmac,56000.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,0,apartment,1,2,33.0,mud_brick,earth,iron_sheet,0,1,1,1,1,3.2,tarmac,41600.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,1,standalone,4,7,102.2,concrete,tiles,iron_sheet,1,1,1,1,1,2.9,tarmac,138500.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,1,3,56.6,brick,cement,iron_sheet,0,0,0,1,0,18.2,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Shangi,rural,0,standalone,3,6,80.7,mud_brick,earth,iron_sheet,0,0,0,1,0,17.5,murram,13700.0,synthetic,2026-06-19
Nyamasheke,Mahembe,peri_urban,0,shared_compound,2,3,71.8,mud_brick,earth,iron_sheet,1,0,0,1,0,6.0,tarmac,37000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,2,4,67.3,concrete,tiles,iron_sheet,1,0,0,1,0,16.5,footpath,24900.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,apartment,2,3,75.6,brick,cement,iron_sheet,0,0,0,1,0,15.9,footpath,14700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,apartment,1,2,52.6,mud_brick,cement,iron_sheet,0,1,1,0,0,16.3,footpath,28500.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,standalone,4,5,104.3,brick,tiles,iron_sheet,1,0,1,1,1,9.6,tarmac,68300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,shared_compound,1,2,57.3,brick,earth,iron_sheet,0,0,0,1,0,11.3,murram,21200.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,1,duplex,3,6,89.6,mixed,cement,tiles,0,0,0,1,0,11.6,murram,39000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,2,5,61.1,mud_brick,cement,grass,0,1,0,0,1,10.9,footpath,18200.0,synthetic,2026-06-19
Nyamasheke,Nkanka,peri_urban,1,standalone,1,3,48.0,mud_brick,earth,iron_sheet,0,0,0,1,1,9.1,murram,31800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,3,5,80.8,mud_brick,earth,iron_sheet,0,0,1,1,0,9.2,tarmac,42000.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,2,4,63.5,concrete,earth,iron_sheet,0,0,1,1,0,20.7,murram,13800.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,duplex,3,4,90.8,brick,cement,tiles,1,0,0,0,0,15.6,footpath,35200.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,standalone,2,5,72.9,concrete,tiles,iron_sheet,0,0,0,1,0,27.0,murram,20000.0,synthetic,2026-06-19
Nyamasheke,Mahembe,rural,0,standalone,4,5,105.7,concrete,earth,iron_sheet,0,1,0,0,1,24.9,footpath,22800.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,apartment,2,3,62.0,mud_brick,earth,iron_sheet,1,1,0,0,0,29.0,footpath,27100.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,standalone,1,3,36.4,concrete,earth,tiles,0,0,1,1,0,27.9,tarmac,8000.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,standalone,3,5,82.0,mud_brick,cement,tiles,1,1,1,1,1,9.3,footpath,57700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,1,3,42.4,brick,cement,iron_sheet,1,0,0,1,1,6.5,tarmac,40300.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,apartment,1,4,44.9,mud_brick,earth,iron_sheet,0,0,1,1,0,22.3,tarmac,11900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,urban,1,standalone,3,6,71.5,concrete,cement,concrete,1,1,1,1,1,1.7,murram,130600.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,2,3,83.3,brick,cement,iron_sheet,1,0,0,1,0,11.0,footpath,30300.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,3,6,103.6,concrete,cement,tiles,0,0,0,0,1,22.8,murram,24000.0,synthetic,2026-06-19
Nyamasheke,Shangi,urban,0,villa,4,7,84.5,concrete,tiles,tiles,1,1,1,1,1,1.6,murram,222900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,1,4,36.9,wood,cement,iron_sheet,0,1,0,1,0,20.6,murram,10400.0,synthetic,2026-06-19
Nyamasheke,Kibogora,rural,0,standalone,2,5,71.6,mud_brick,cement,concrete,0,0,0,0,1,15.7,footpath,14900.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,2,5,68.3,mud_brick,earth,iron_sheet,0,0,0,1,0,28.0,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,2,3,76.8,mud_brick,earth,iron_sheet,1,1,0,1,1,9.6,murram,40200.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,shared_compound,1,2,39.6,brick,tiles,iron_sheet,0,1,0,1,0,24.0,murram,9900.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,0,apartment,2,3,59.0,concrete,cement,concrete,1,0,1,1,1,0.6,tarmac,122300.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,shared_compound,2,3,63.3,concrete,cement,iron_sheet,0,0,0,1,0,16.1,murram,12500.0,synthetic,2026-06-19
Nyamasheke,Cyato,urban,1,duplex,3,6,71.9,brick,tiles,iron_sheet,1,0,1,1,0,2.5,murram,109200.0,synthetic,2026-06-19
Nyamasheke,Shangi,peri_urban,0,standalone,3,6,72.4,mud_brick,earth,iron_sheet,1,1,1,1,0,3.0,tarmac,56300.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,duplex,4,5,88.1,brick,earth,iron_sheet,1,0,0,1,0,7.2,footpath,55100.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,0,standalone,4,7,123.1,mud_brick,cement,grass,0,0,0,1,0,4.9,tarmac,46500.0,synthetic,2026-06-19
Nyamasheke,Kagano,peri_urban,1,standalone,2,4,61.9,mud_brick,earth,iron_sheet,0,1,1,1,0,5.4,tarmac,47800.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,standalone,2,5,71.8,mud_brick,tiles,tiles,0,0,1,1,0,18.3,murram,20700.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,3,5,79.1,mud_brick,cement,concrete,0,0,0,1,0,27.1,murram,11700.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,2,4,58.2,brick,cement,iron_sheet,0,1,1,1,0,4.7,murram,47000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,standalone,4,5,97.1,brick,earth,iron_sheet,1,0,0,0,1,3.8,tarmac,62800.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,standalone,2,4,75.1,brick,cement,iron_sheet,1,0,1,1,0,17.6,murram,30100.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,duplex,3,5,70.1,brick,wood,iron_sheet,0,1,0,1,0,3.5,tarmac,67400.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,standalone,2,3,64.4,mud_brick,tiles,tiles,1,0,1,1,0,4.2,footpath,45900.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,duplex,2,4,52.6,mud_brick,cement,iron_sheet,0,0,0,1,0,27.8,murram,8000.0,synthetic,2026-06-19
Nyamasheke,Kagano,rural,0,shared_compound,1,4,53.3,mud_brick,cement,concrete,0,0,0,1,0,29.8,footpath,8000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,duplex,2,3,59.1,brick,earth,iron_sheet,1,0,1,0,0,6.1,tarmac,51400.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,0,apartment,2,5,58.7,concrete,cement,iron_sheet,1,0,1,0,0,5.8,tarmac,59600.0,synthetic,2026-06-19
Nyamasheke,Shangi,urban,0,villa,4,7,79.3,brick,cement,iron_sheet,1,1,1,1,1,1.2,tarmac,145000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,peri_urban,1,standalone,2,4,52.8,wood,tiles,grass,1,1,1,1,0,3.9,tarmac,61500.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,apartment,2,3,54.3,concrete,earth,iron_sheet,1,1,1,1,1,2.4,murram,78000.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,1,shared_compound,2,3,59.6,mud_brick,wood,tiles,1,0,0,1,0,18.0,murram,30100.0,synthetic,2026-06-19
Nyamasheke,Nkanka,rural,0,standalone,2,5,60.6,brick,cement,concrete,1,0,1,1,0,16.3,footpath,32700.0,synthetic,2026-06-19
Nyamasheke,Shangi,peri_urban,0,standalone,2,4,77.1,concrete,earth,iron_sheet,1,1,1,1,0,6.7,footpath,46900.0,synthetic,2026-06-19
Nyamasheke,Kanjuongo,rural,0,standalone,3,6,81.5,mud_brick,cement,concrete,0,0,0,1,0,20.6,murram,15500.0,synthetic,2026-06-19
Nyamasheke,Kibogora,peri_urban,0,duplex,1,3,37.5,mud_brick,earth,grass,1,1,1,1,1,5.2,tarmac,41300.0,synthetic,2026-06-19
Nyamasheke,Kagano,urban,0,standalone,3,5,72.6,mixed,tiles,tiles,1,0,1,1,0,1.1,footpath,99400.0,synthetic,2026-06-19
Nyamasheke,Cyato,rural,0,standalone,3,5,102.4,mud_brick,cement,tiles,1,1,0,0,0,23.8,murram,33800.0,synthetic,2026-06-19
