district,sector,urban_rural,house_type,num_bedrooms,num_rooms_total,floor_area_sqm,wall_material,floor_material,roof_material,has_electricity,has_piped_water,has_indoor_toilet,has_kitchen,has_parking,distance_to_cbd_km,road_access,is_near_cbd,monthly_rent_rwf,data_source
Gasabo,Nduba,urban,standalone,3,6,45.3,brick,tiles,concrete,1,1,1,0,1,1.0,tarmac,1,89000,EICV5_synthetic
Gasabo,Remera,urban,apartment,4,6,67.9,brick,tiles,iron_sheet,1,1,0,1,0,4.1,tarmac,0,58000,EICV5_synthetic
Gasabo,Remera,peri_urban,villa,3,6,55.3,concrete,cement,iron_sheet,1,0,1,0,0,5.8,tarmac,0,41000,EICV5_synthetic
Gasabo,Bumbogo,urban,standalone,2,4,46.1,concrete,cement,concrete,1,0,1,1,1,2.5,tarmac,1,81000,EICV5_synthetic
Gasabo,Shyorongi,peri_urban,villa,3,5,69.1,mixed,earth,iron_sheet,0,0,1,1,0,3.4,murram,0,35000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,standalone,2,3,29.4,brick,cement,iron_sheet,0,0,0,0,1,11.0,footpath,0,45000,EICV5_synthetic
Gasabo,Gikomero,peri_urban,standalone,2,4,36.8,brick,tiles,iron_sheet,1,1,1,1,0,5.3,tarmac,0,71000,EICV5_synthetic
Gasabo,Nduba,peri_urban,apartment,2,4,33.2,mud_brick,cement,tiles,0,1,1,0,1,5.1,footpath,0,33000,EICV5_synthetic
Gasabo,Jali,urban,standalone,5,8,94.3,brick,cement,iron_sheet,1,1,1,0,1,3.5,tarmac,0,64000,EICV5_synthetic
Gasabo,Kacyiru,rural,apartment,1,3,25.1,mud_brick,earth,grass,0,1,0,1,0,13.6,footpath,0,26000,EICV5_synthetic
Gasabo,Gikomero,urban,shared_compound,3,6,57.5,concrete,earth,concrete,1,1,1,0,1,1.3,tarmac,1,40000,EICV5_synthetic
Gasabo,Rutunga,peri_urban,standalone,3,6,73.9,mud_brick,cement,tiles,1,0,1,1,1,6.4,murram,0,31000,EICV5_synthetic
Gasabo,Kinyinya,rural,apartment,1,2,25.6,mixed,cement,iron_sheet,0,0,0,0,0,24.4,murram,0,14000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,apartment,4,5,73.6,concrete,cement,tiles,1,0,0,0,1,4.8,murram,0,46000,EICV5_synthetic
Gasabo,Jabana,rural,standalone,2,3,40.4,brick,earth,grass,1,0,0,1,1,20.4,footpath,0,57000,EICV5_synthetic
Gasabo,Gatsata,peri_urban,shared_compound,1,3,16.9,brick,cement,iron_sheet,1,1,1,1,0,7.6,tarmac,0,93000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,shared_compound,2,5,37.6,mud_brick,cement,tiles,0,0,1,1,0,9.4,tarmac,0,82000,EICV5_synthetic
Gasabo,Gatsata,urban,shared_compound,3,6,78.9,brick,earth,iron_sheet,1,1,1,1,1,1.8,tarmac,1,40000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,apartment,1,3,15.6,concrete,cement,iron_sheet,1,1,1,1,0,11.7,footpath,0,27000,EICV5_synthetic
Gasabo,Jali,peri_urban,standalone,3,5,49.1,mixed,cement,iron_sheet,0,1,1,0,1,9.7,footpath,0,38000,EICV5_synthetic
Gasabo,Kinyinya,rural,standalone,3,4,47.8,brick,earth,grass,1,0,1,1,0,20.6,footpath,0,15000,EICV5_synthetic
Gasabo,Jali,peri_urban,apartment,1,4,25.6,mud_brick,cement,iron_sheet,0,0,1,1,0,9.0,footpath,0,31000,EICV5_synthetic
Gasabo,Jabana,rural,apartment,1,4,14.4,mixed,earth,grass,0,0,1,0,0,12.2,murram,0,39000,EICV5_synthetic
Gasabo,Rusororo,urban,shared_compound,1,4,22.2,mixed,earth,iron_sheet,1,1,0,1,1,1.6,tarmac,1,61000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,apartment,3,4,78.4,brick,tiles,iron_sheet,1,1,1,0,0,10.7,murram,0,97000,EICV5_synthetic
Gasabo,Kimironko,urban,apartment,3,6,69.8,concrete,earth,iron_sheet,1,1,1,1,0,1.2,murram,1,123000,EICV5_synthetic
Gasabo,Nduba,urban,apartment,3,6,65.3,brick,cement,tiles,1,1,0,1,0,1.3,tarmac,1,49000,EICV5_synthetic
Gasabo,Remera,peri_urban,apartment,3,5,58.4,brick,cement,iron_sheet,0,0,1,1,1,4.8,murram,0,41000,EICV5_synthetic
Gasabo,Remera,peri_urban,standalone,2,3,42.3,concrete,earth,tiles,1,0,0,1,0,8.8,murram,0,28000,EICV5_synthetic
Gasabo,Remera,urban,standalone,1,4,25.5,brick,cement,iron_sheet,1,1,1,1,1,1.0,murram,1,48000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,standalone,1,3,23.2,brick,cement,iron_sheet,0,1,1,1,0,10.5,footpath,0,30000,EICV5_synthetic
Gasabo,Nduba,urban,standalone,1,4,19.7,brick,cement,concrete,1,0,1,1,1,2.4,tarmac,1,95000,EICV5_synthetic
Gasabo,Gatsata,rural,standalone,2,3,52.7,mud_brick,earth,iron_sheet,1,0,1,1,0,23.6,footpath,0,41000,EICV5_synthetic
Gasabo,Remera,urban,apartment,2,4,41.9,concrete,cement,concrete,1,1,1,1,0,1.1,tarmac,1,40000,EICV5_synthetic
Gasabo,Jali,urban,apartment,2,4,45.8,mixed,earth,concrete,1,1,1,1,0,3.5,tarmac,0,40000,EICV5_synthetic
Gasabo,Kinyinya,peri_urban,standalone,2,4,33.3,brick,earth,tiles,0,0,1,1,0,9.6,murram,0,52000,EICV5_synthetic
Gasabo,Kinyinya,urban,shared_compound,4,5,80.8,mixed,cement,tiles,1,1,1,0,0,1.7,tarmac,1,53000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,1,3,26.7,brick,cement,iron_sheet,0,0,1,0,0,1.4,tarmac,1,68000,EICV5_synthetic
Gasabo,Ndera,peri_urban,apartment,1,4,15.9,mixed,cement,iron_sheet,1,0,1,1,0,6.6,tarmac,0,25000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,2,3,35.4,brick,earth,concrete,1,1,1,1,0,1.2,tarmac,1,40000,EICV5_synthetic
Gasabo,Gisozi,urban,apartment,3,6,68.5,mixed,tiles,iron_sheet,1,1,0,1,0,2.5,tarmac,1,97000,EICV5_synthetic
Gasabo,Kinyinya,peri_urban,apartment,2,3,41.1,concrete,earth,iron_sheet,0,0,1,1,1,11.3,tarmac,0,25000,EICV5_synthetic
Gasabo,Rutunga,peri_urban,standalone,2,4,49.0,mud_brick,earth,iron_sheet,0,1,1,1,1,7.5,tarmac,0,84000,EICV5_synthetic
Gasabo,Jabana,peri_urban,villa,2,3,36.4,brick,earth,iron_sheet,0,1,0,1,0,9.9,footpath,0,37000,EICV5_synthetic
Gasabo,Gatsata,rural,villa,1,4,26.7,mud_brick,earth,grass,1,0,1,1,0,8.9,murram,0,16000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,shared_compound,2,4,47.7,mud_brick,cement,iron_sheet,1,1,0,1,1,3.4,footpath,0,31000,EICV5_synthetic
Gasabo,Bumbogo,peri_urban,apartment,2,5,52.8,concrete,earth,iron_sheet,1,1,0,1,0,4.1,tarmac,0,25000,EICV5_synthetic
Gasabo,Jabana,urban,shared_compound,4,7,57.8,mixed,cement,iron_sheet,1,1,0,0,1,3.2,tarmac,0,72000,EICV5_synthetic
Gasabo,Gisozi,urban,standalone,3,5,63.7,brick,tiles,iron_sheet,0,1,1,1,0,2.8,tarmac,1,50000,EICV5_synthetic
Gasabo,Remera,urban,apartment,2,4,44.1,brick,earth,iron_sheet,1,1,1,1,1,1.5,tarmac,1,66000,EICV5_synthetic
Gasabo,Gatsata,urban,standalone,3,6,59.1,brick,cement,concrete,1,1,0,0,0,2.2,tarmac,1,137000,EICV5_synthetic
Gasabo,Remera,peri_urban,standalone,3,4,74.9,mud_brick,earth,iron_sheet,0,0,0,1,0,4.1,tarmac,0,53000,EICV5_synthetic
Gasabo,Gikomero,peri_urban,apartment,3,5,51.3,brick,cement,iron_sheet,1,0,0,1,1,6.2,murram,0,69000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,1,2,17.6,brick,tiles,iron_sheet,0,1,0,1,0,3.2,murram,0,37000,EICV5_synthetic
Gasabo,Gisozi,urban,apartment,4,5,69.7,mixed,cement,iron_sheet,0,1,0,1,1,3.2,tarmac,0,40000,EICV5_synthetic
Gasabo,Gisozi,urban,apartment,2,4,39.5,mud_brick,cement,iron_sheet,0,1,1,1,1,1.2,tarmac,1,84000,EICV5_synthetic
Gasabo,Shyorongi,peri_urban,shared_compound,2,3,44.2,concrete,earth,tiles,1,1,1,1,0,10.4,footpath,0,25000,EICV5_synthetic
Gasabo,Remera,urban,shared_compound,2,3,49.5,mud_brick,cement,tiles,1,1,1,1,0,3.9,tarmac,0,69000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,standalone,3,4,64.5,brick,cement,iron_sheet,1,0,0,1,0,4.4,murram,0,30000,EICV5_synthetic
Gasabo,Nduba,urban,villa,1,2,18.4,brick,cement,concrete,0,1,1,1,0,1.6,murram,1,40000,EICV5_synthetic
Gasabo,Bumbogo,urban,villa,2,3,49.7,concrete,cement,iron_sheet,1,1,1,1,0,2.8,tarmac,1,128000,EICV5_synthetic
Gasabo,Gikomero,urban,apartment,2,4,46.6,brick,earth,iron_sheet,1,1,0,0,0,3.1,tarmac,0,111000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,shared_compound,3,5,63.1,brick,cement,iron_sheet,1,1,0,1,0,4.4,murram,0,36000,EICV5_synthetic
Gasabo,Gisozi,peri_urban,villa,1,4,19.7,brick,cement,iron_sheet,1,1,1,0,1,6.2,murram,0,33000,EICV5_synthetic
Gasabo,Rutunga,peri_urban,villa,2,4,31.1,mud_brick,earth,iron_sheet,0,0,0,0,0,9.2,murram,0,35000,EICV5_synthetic
Gasabo,Kinyinya,urban,apartment,1,3,15.7,mixed,earth,iron_sheet,1,1,0,0,1,3.6,tarmac,0,90000,EICV5_synthetic
Gasabo,Remera,urban,apartment,3,4,80.7,concrete,cement,iron_sheet,1,1,1,1,0,2.5,tarmac,1,180000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,standalone,3,6,77.9,mixed,cement,iron_sheet,1,1,0,1,1,4.3,footpath,0,38000,EICV5_synthetic
Gasabo,Gikomero,urban,standalone,2,3,42.3,mixed,cement,tiles,1,0,0,1,0,1.9,tarmac,1,129000,EICV5_synthetic
Gasabo,Kimironko,rural,shared_compound,1,4,23.9,mud_brick,earth,iron_sheet,0,0,0,1,0,11.2,murram,0,27000,EICV5_synthetic
Gasabo,Rutunga,peri_urban,apartment,2,4,52.1,brick,cement,tiles,1,1,1,1,0,7.7,footpath,0,54000,EICV5_synthetic
Gasabo,Bumbogo,peri_urban,shared_compound,3,6,66.8,brick,earth,iron_sheet,0,1,1,0,0,6.2,murram,0,25000,EICV5_synthetic
Gasabo,Gisozi,rural,standalone,1,2,20.4,brick,earth,grass,0,1,1,1,0,19.2,murram,0,24000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,apartment,2,5,52.6,concrete,tiles,iron_sheet,1,0,0,1,0,7.5,footpath,0,28000,EICV5_synthetic
Gasabo,Gatsata,rural,apartment,1,4,21.4,mud_brick,cement,iron_sheet,1,0,1,1,1,8.2,murram,0,14000,EICV5_synthetic
Gasabo,Rutunga,urban,apartment,4,6,62.6,brick,tiles,tiles,1,0,1,1,0,2.5,tarmac,1,103000,EICV5_synthetic
Gasabo,Gisozi,peri_urban,apartment,2,3,42.7,concrete,earth,iron_sheet,1,1,1,1,0,3.0,tarmac,0,63000,EICV5_synthetic
Gasabo,Bumbogo,urban,shared_compound,1,2,22.6,brick,tiles,iron_sheet,1,1,1,1,1,1.2,tarmac,1,89000,EICV5_synthetic
Gasabo,Ndera,rural,standalone,2,4,50.8,mud_brick,earth,iron_sheet,0,1,0,1,1,14.7,footpath,0,37000,EICV5_synthetic
Gasabo,Rusororo,urban,standalone,5,8,121.9,brick,cement,iron_sheet,0,1,1,1,1,3.7,tarmac,0,70000,EICV5_synthetic
Gasabo,Kimironko,rural,apartment,3,6,70.2,mud_brick,earth,iron_sheet,1,1,1,0,0,23.1,murram,0,57000,EICV5_synthetic
Gasabo,Gisozi,peri_urban,apartment,1,3,16.1,mud_brick,tiles,iron_sheet,1,1,1,0,0,8.1,murram,0,34000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,2,4,46.5,concrete,cement,iron_sheet,1,1,1,1,0,4.0,tarmac,0,40000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,apartment,4,6,81.6,mixed,earth,iron_sheet,1,0,1,0,0,10.4,tarmac,0,56000,EICV5_synthetic
Gasabo,Bumbogo,peri_urban,shared_compound,1,2,17.9,brick,cement,iron_sheet,0,1,1,0,0,7.5,footpath,0,41000,EICV5_synthetic
Gasabo,Rusororo,urban,apartment,3,6,62.0,brick,earth,iron_sheet,1,1,0,1,0,1.6,tarmac,1,95000,EICV5_synthetic
Gasabo,Jali,urban,standalone,4,6,68.2,brick,tiles,concrete,1,1,1,0,1,1.8,tarmac,1,93000,EICV5_synthetic
Gasabo,Shyorongi,peri_urban,standalone,3,6,76.1,brick,cement,iron_sheet,0,0,0,0,1,6.3,murram,0,43000,EICV5_synthetic
Gasabo,Remera,rural,shared_compound,1,2,17.1,mud_brick,earth,iron_sheet,0,0,1,1,0,11.7,murram,0,13000,EICV5_synthetic
Gasabo,Remera,urban,apartment,3,5,79.3,mixed,cement,iron_sheet,1,1,1,1,0,2.1,tarmac,1,64000,EICV5_synthetic
Gasabo,Gatsata,urban,shared_compound,2,4,34.9,brick,tiles,tiles,1,1,1,1,0,0.8,tarmac,1,54000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,apartment,3,5,62.4,concrete,tiles,iron_sheet,1,0,0,0,0,9.7,murram,0,29000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,1,2,22.3,mixed,cement,iron_sheet,0,0,1,1,0,2.8,murram,1,40000,EICV5_synthetic
Gasabo,Kacyiru,urban,apartment,1,2,16.7,mud_brick,cement,iron_sheet,1,1,1,0,1,2.4,tarmac,1,40000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,3,6,69.5,brick,cement,iron_sheet,1,1,1,1,0,2.7,tarmac,1,68000,EICV5_synthetic
Gasabo,Kimironko,urban,shared_compound,3,5,47.0,concrete,tiles,tiles,1,1,1,0,1,4.3,tarmac,0,63000,EICV5_synthetic
Gasabo,Jali,urban,standalone,3,6,45.4,brick,cement,concrete,1,1,1,1,0,4.4,tarmac,0,40000,EICV5_synthetic
Gasabo,Shyorongi,urban,standalone,3,5,79.0,concrete,cement,concrete,1,0,1,0,0,3.5,murram,0,103000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,3,4,56.2,brick,cement,tiles,0,1,0,1,0,4.2,tarmac,0,40000,EICV5_synthetic
Gasabo,Remera,urban,standalone,3,4,72.4,mixed,cement,tiles,1,1,1,1,0,1.7,tarmac,1,74000,EICV5_synthetic
Gasabo,Kimironko,urban,villa,5,6,78.1,concrete,earth,iron_sheet,1,0,0,1,0,1.8,tarmac,1,93000,EICV5_synthetic
Gasabo,Gisozi,urban,apartment,4,7,71.2,brick,cement,iron_sheet,1,1,0,1,1,3.2,murram,0,42000,EICV5_synthetic
Gasabo,Rusororo,peri_urban,shared_compound,2,5,44.5,brick,cement,iron_sheet,1,0,0,1,1,3.3,tarmac,0,26000,EICV5_synthetic
Gasabo,Jabana,peri_urban,standalone,2,5,36.2,concrete,cement,iron_sheet,1,1,0,1,0,6.8,footpath,0,32000,EICV5_synthetic
Gasabo,Jabana,rural,apartment,1,4,18.5,brick,earth,grass,0,0,0,1,1,10.4,footpath,0,18000,EICV5_synthetic
Gasabo,Kinyinya,rural,apartment,2,4,46.0,brick,earth,grass,0,1,1,1,1,20.1,murram,0,53000,EICV5_synthetic
Gasabo,Bumbogo,urban,apartment,4,6,68.0,mixed,tiles,iron_sheet,1,1,1,1,0,2.6,tarmac,1,61000,EICV5_synthetic
Gasabo,Rusororo,urban,apartment,2,3,46.8,concrete,cement,concrete,1,1,0,0,0,4.5,tarmac,0,105000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,3,6,52.7,brick,cement,iron_sheet,1,1,0,1,0,4.8,tarmac,0,50000,EICV5_synthetic
Gasabo,Kinyinya,peri_urban,standalone,1,3,22.9,brick,cement,tiles,1,0,1,1,0,5.3,tarmac,0,33000,EICV5_synthetic
Gasabo,Jabana,urban,standalone,2,5,40.7,brick,tiles,iron_sheet,1,1,0,1,0,2.3,tarmac,1,87000,EICV5_synthetic
Gasabo,Shyorongi,rural,standalone,2,4,34.4,brick,cement,grass,0,1,1,1,0,21.8,footpath,0,38000,EICV5_synthetic
Gasabo,Bumbogo,urban,standalone,3,6,62.8,concrete,earth,concrete,1,1,0,1,0,4.7,tarmac,0,67000,EICV5_synthetic
Gasabo,Remera,urban,shared_compound,2,4,41.5,brick,cement,iron_sheet,1,1,1,1,0,3.4,murram,0,57000,EICV5_synthetic
Gasabo,Gisozi,rural,standalone,3,4,70.8,mixed,earth,grass,0,1,1,0,0,8.8,murram,0,36000,EICV5_synthetic
Gasabo,Kinyinya,rural,apartment,1,2,14.6,mud_brick,cement,iron_sheet,0,0,0,0,0,18.7,footpath,0,20000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,1,3,26.2,mixed,cement,iron_sheet,0,1,1,0,0,4.2,murram,0,163000,EICV5_synthetic
Gasabo,Ndera,urban,standalone,3,5,47.1,brick,cement,concrete,1,1,0,1,0,1.4,tarmac,1,46000,EICV5_synthetic
Gasabo,Shyorongi,urban,apartment,2,5,42.1,mixed,cement,concrete,1,1,1,0,0,2.5,tarmac,1,40000,EICV5_synthetic
Gasabo,Kimironko,peri_urban,apartment,3,5,43.8,concrete,cement,tiles,1,1,0,1,0,8.4,footpath,0,57000,EICV5_synthetic
Gasabo,Kimironko,urban,standalone,1,3,23.2,brick,tiles,iron_sheet,1,1,0,1,0,1.0,murram,1,100000,EICV5_synthetic
Gasabo,Remera,peri_urban,standalone,4,5,98.7,concrete,tiles,tiles,1,1,0,1,0,5.3,footpath,0,25000,EICV5_synthetic
Gasabo,Kacyiru,peri_urban,standalone,3,4,51.0,concrete,cement,iron_sheet,0,0,1,1,1,8.2,murram,0,25000,EICV5_synthetic
Gasabo,Gisozi,urban,standalone,3,5,64.4,brick,cement,tiles,1,1,1,1,1,3.0,tarmac,1,70000,EICV5_synthetic
Gasabo,Remera,urban,apartment,2,4,40.4,brick,cement,tiles,1,1,0,1,1,4.0,murram,0,40000,EICV5_synthetic
Gasabo,Bumbogo,urban,standalone,1,2,15.9,concrete,cement,iron_sheet,1,1,1,1,0,4.5,tarmac,0,40000,EICV5_synthetic
Gasabo,Remera,urban,shared_compound,3,4,58.1,concrete,cement,iron_sheet,0,1,0,1,0,4.9,tarmac,0,40000,EICV5_synthetic
Gasabo,Kacyiru,urban,standalone,3,5,51.5,brick,cement,iron_sheet,1,1,1,1,0,2.8,tarmac,1,42000,EICV5_synthetic
Gasabo,Shyorongi,urban,standalone,4,5,64.2,mixed,earth,concrete,0,1,1,1,0,1.3,murram,1,40000,EICV5_synthetic
Gasabo,Remera,rural,standalone,2,4,52.8,mixed,cement,iron_sheet,0,1,1,1,0,18.3,footpath,0,25000,EICV5_synthetic
